entity_id,in_zscore,in_iqr,in_isolation_forest,methods_flagged,university_name,country,year
University of Bern | Switzerland | 2013,0,1,0,1,University of Bern,Switzerland,2013
University of Bern | Switzerland | 2014,0,1,0,1,University of Bern,Switzerland,2014
University of Bern | Switzerland | 2015,0,1,0,1,University of Bern,Switzerland,2015
University of Birmingham | United Kingdom | 2012,0,1,0,1,University of Birmingham,United Kingdom,2012
University of Birmingham | United Kingdom | 2013,0,1,0,1,University of Birmingham,United Kingdom,2013
University of Birmingham | United Kingdom | 2014,0,1,0,1,University of Birmingham,United Kingdom,2014
University of Birmingham | United Kingdom | 2015,0,1,0,1,University of Birmingham,United Kingdom,2015
University of Bologna | Italy | 2012,1,1,0,2,University of Bologna,Italy,2012
University of Bologna | Italy | 2013,1,1,0,2,University of Bologna,Italy,2013
University of Bologna | Italy | 2014,1,1,0,2,University of Bologna,Italy,2014
University of Bologna | Italy | 2015,1,1,0,2,University of Bologna,Italy,2015
University of Bonn | Germany | 2013,1,1,0,2,University of Bonn,Germany,2013
University of Bonn | Germany | 2014,1,1,0,2,University of Bonn,Germany,2014
University of Bonn | Germany | 2015,1,1,0,2,University of Bonn,Germany,2015
University of Bremen | Germany | 2014,0,1,0,1,University of Bremen,Germany,2014
University of Bremen | Germany | 2015,0,1,0,1,University of Bremen,Germany,2015
University of Bristol | United Kingdom | 2012,0,1,0,1,University of Bristol,United Kingdom,2012
University of Bristol | United Kingdom | 2013,0,1,0,1,University of Bristol,United Kingdom,2013
University of Bristol | United Kingdom | 2014,0,1,0,1,University of Bristol,United Kingdom,2014
University of Bristol | United Kingdom | 2015,0,1,0,1,University of Bristol,United Kingdom,2015
University of British Columbia | Canada | 2012,0,1,1,2,University of British Columbia,Canada,2012
University of British Columbia | Canada | 2013,0,1,1,2,University of British Columbia,Canada,2013
University of British Columbia | Canada | 2014,0,1,1,2,University of British Columbia,Canada,2014
University of British Columbia | Canada | 2015,0,1,1,2,University of British Columbia,Canada,2015
University of Calgary | Canada | 2012,0,1,0,1,University of Calgary,Canada,2012
University of Calgary | Canada | 2014,0,1,0,1,University of Calgary,Canada,2014
University of Calgary | Canada | 2015,0,1,0,1,University of Calgary,Canada,2015
"University of California, Berkeley | United States of America | 2012",1,1,1,3,"University of California, Berkeley",United States of America,2012
"University of California, Berkeley | United States of America | 2013",1,1,1,3,"University of California, Berkeley",United States of America,2013
"University of California, Berkeley | United States of America | 2014",1,1,1,3,"University of California, Berkeley",United States of America,2014
"University of California, Berkeley | United States of America | 2015",1,1,1,3,"University of California, Berkeley",United States of America,2015
"University of California, Davis | United States of America | 2012",0,1,0,1,"University of California, Davis",United States of America,2012
"University of California, Davis | United States of America | 2013",0,1,1,2,"University of California, Davis",United States of America,2013
"University of California, Davis | United States of America | 2014",1,1,1,3,"University of California, Davis",United States of America,2014
"University of California, Davis | United States of America | 2015",1,1,1,3,"University of California, Davis",United States of America,2015
"University of California, Irvine | United States of America | 2012",0,1,0,1,"University of California, Irvine",United States of America,2012
"University of California, Irvine | United States of America | 2013",0,1,0,1,"University of California, Irvine",United States of America,2013
"University of California, Irvine | United States of America | 2014",1,1,1,3,"University of California, Irvine",United States of America,2014
"University of California, Irvine | United States of America | 2015",1,1,0,2,"University of California, Irvine",United States of America,2015
"University of California, Los Angeles | United States of America | 2012",1,1,1,3,"University of California, Los Angeles",United States of America,2012
"University of California, Los Angeles | United States of America | 2013",1,1,1,3,"University of California, Los Angeles",United States of America,2013
"University of California, Los Angeles | United States of America | 2014",1,1,1,3,"University of California, Los Angeles",United States of America,2014
"University of California, Los Angeles | United States of America | 2015",1,1,1,3,"University of California, Los Angeles",United States of America,2015
"University of California, Riverside | United States of America | 2012",0,1,0,1,"University of California, Riverside",United States of America,2012
"University of California, Riverside | United States of America | 2013",0,1,0,1,"University of California, Riverside",United States of America,2013
"University of California, Riverside | United States of America | 2014",1,1,1,3,"University of California, Riverside",United States of America,2014
"University of California, Riverside | United States of America | 2015",1,1,1,3,"University of California, Riverside",United States of America,2015
"University of California, San Diego | United States of America | 2012",0,1,0,1,"University of California, San Diego",United States of America,2012
"University of California, San Diego | United States of America | 2013",0,1,1,2,"University of California, San Diego",United States of America,2013
"University of California, San Diego | United States of America | 2014",1,1,1,3,"University of California, San Diego",United States of America,2014
"University of California, San Diego | United States of America | 2015",1,1,1,3,"University of California, San Diego",United States of America,2015
"University of California, Santa Barbara | United States of America | 2012",1,1,1,3,"University of California, Santa Barbara",United States of America,2012
"University of California, Santa Barbara | United States of America | 2013",0,1,0,1,"University of California, Santa Barbara",United States of America,2013
"University of California, Santa Barbara | United States of America | 2014",0,1,0,1,"University of California, Santa Barbara",United States of America,2014
"University of California, Santa Barbara | United States of America | 2015",1,1,1,3,"University of California, Santa Barbara",United States of America,2015
"University of California, Santa Cruz | United States of America | 2012",0,1,0,1,"University of California, Santa Cruz",United States of America,2012
"University of California, Santa Cruz | United States of America | 2013",0,1,0,1,"University of California, Santa Cruz",United States of America,2013
"University of California, Santa Cruz | United States of America | 2014",0,1,1,2,"University of California, Santa Cruz",United States of America,2014
"University of California, Santa Cruz | United States of America | 2015",0,1,0,1,"University of California, Santa Cruz",United States of America,2015
University of Cambridge | United Kingdom | 2012,1,1,1,3,University of Cambridge,United Kingdom,2012
University of Cambridge | United Kingdom | 2013,1,1,1,3,University of Cambridge,United Kingdom,2013
University of Cambridge | United Kingdom | 2014,1,1,1,3,University of Cambridge,United Kingdom,2014
University of Cambridge | United Kingdom | 2015,1,1,1,3,University of Cambridge,United Kingdom,2015
University of Canterbury | New Zealand | 2012,0,1,0,1,University of Canterbury,New Zealand,2012
University of Canterbury | New Zealand | 2013,0,1,0,1,University of Canterbury,New Zealand,2013
University of Canterbury | New Zealand | 2014,0,1,0,1,University of Canterbury,New Zealand,2014
University of Canterbury | New Zealand | 2015,0,1,0,1,University of Canterbury,New Zealand,2015
University of Cape Town | South Africa | 2012,0,1,0,1,University of Cape Town,South Africa,2012
University of Cape Town | South Africa | 2013,0,1,0,1,University of Cape Town,South Africa,2013
University of Cape Town | South Africa | 2014,0,1,0,1,University of Cape Town,South Africa,2014
University of Cape Town | South Africa | 2015,0,1,0,1,University of Cape Town,South Africa,2015
University of Chicago | United States of America | 2012,1,1,1,3,University of Chicago,United States of America,2012
University of Chicago | United States of America | 2013,1,1,1,3,University of Chicago,United States of America,2013
University of Chicago | United States of America | 2014,1,1,1,3,University of Chicago,United States of America,2014
University of Chicago | United States of America | 2015,1,1,1,3,University of Chicago,United States of America,2015
University of Cincinnati | United States of America | 2012,0,1,0,1,University of Cincinnati,United States of America,2012
University of Cincinnati | United States of America | 2013,0,1,0,1,University of Cincinnati,United States of America,2013
University of Cincinnati | United States of America | 2014,0,1,0,1,University of Cincinnati,United States of America,2014
University of Cincinnati | United States of America | 2015,0,1,0,1,University of Cincinnati,United States of America,2015
University of Coimbra | Portugal | 2012,1,1,0,2,University of Coimbra,Portugal,2012
University of Coimbra | Portugal | 2014,0,1,0,1,University of Coimbra,Portugal,2014
University of Coimbra | Portugal | 2015,0,1,0,1,University of Coimbra,Portugal,2015
University of Cologne | Germany | 2014,1,1,0,2,University of Cologne,Germany,2014
University of Cologne | Germany | 2015,1,1,0,2,University of Cologne,Germany,2015
University of Colorado Boulder | United States of America | 2012,0,1,0,1,University of Colorado Boulder,United States of America,2012
University of Colorado Boulder | United States of America | 2013,0,1,0,1,University of Colorado Boulder,United States of America,2013
University of Colorado Boulder | United States of America | 2014,0,1,0,1,University of Colorado Boulder,United States of America,2014
University of Colorado Boulder | United States of America | 2015,0,1,0,1,University of Colorado Boulder,United States of America,2015
University of Colorado Denver | USA | 2014,0,1,0,1,University of Colorado Denver,USA,2014
University of Connecticut | United States of America | 2013,0,1,0,1,University of Connecticut,United States of America,2013
University of Connecticut | United States of America | 2014,0,1,0,1,University of Connecticut,United States of America,2014
University of Connecticut | United States of America | 2015,0,1,0,1,University of Connecticut,United States of America,2015
University of Copenhagen | Denmark | 2012,0,1,0,1,University of Copenhagen,Denmark,2012
University of Copenhagen | Denmark | 2013,0,1,0,1,University of Copenhagen,Denmark,2013
University of Copenhagen | Denmark | 2014,0,1,0,1,University of Copenhagen,Denmark,2014
University of Copenhagen | Denmark | 2015,0,1,0,1,University of Copenhagen,Denmark,2015
University of Crete | Greece | 2012,1,1,0,2,University of Crete,Greece,2012
University of Crete | Greece | 2013,0,1,0,1,University of Crete,Greece,2013
University of Crete | Greece | 2014,0,1,0,1,University of Crete,Greece,2014
University of Crete | Greece | 2015,0,1,0,1,University of Crete,Greece,2015
University of Delaware | United States of America | 2012,0,1,0,1,University of Delaware,United States of America,2012
University of Delaware | United States of America | 2013,0,1,0,1,University of Delaware,United States of America,2013
University of Delaware | United States of America | 2014,0,1,0,1,University of Delaware,United States of America,2014
University of Delaware | United States of America | 2015,0,1,0,1,University of Delaware,United States of America,2015
University of Duisburg-Essen | Germany | 2013,1,1,0,2,University of Duisburg-Essen,Germany,2013
University of Duisburg-Essen | Germany | 2014,1,1,0,2,University of Duisburg-Essen,Germany,2014
University of Duisburg-Essen | Germany | 2015,1,1,0,2,University of Duisburg-Essen,Germany,2015
University of Dundee | United Kingdom | 2012,0,1,0,1,University of Dundee,United Kingdom,2012
University of Dundee | United Kingdom | 2013,0,1,0,1,University of Dundee,United Kingdom,2013
University of Dundee | United Kingdom | 2014,0,1,0,1,University of Dundee,United Kingdom,2014
University of Dundee | United Kingdom | 2015,0,1,0,1,University of Dundee,United Kingdom,2015
University of East Anglia | United Kingdom | 2012,0,1,0,1,University of East Anglia,United Kingdom,2012
University of East Anglia | United Kingdom | 2013,0,1,0,1,University of East Anglia,United Kingdom,2013
University of East Anglia | United Kingdom | 2014,0,1,0,1,University of East Anglia,United Kingdom,2014
University of East Anglia | United Kingdom | 2015,0,1,0,1,University of East Anglia,United Kingdom,2015
University of Eastern Finland | Finland | 2012,0,1,0,1,University of Eastern Finland,Finland,2012
University of Eastern Finland | Finland | 2013,0,1,0,1,University of Eastern Finland,Finland,2013
University of Eastern Finland | Finland | 2014,0,1,0,1,University of Eastern Finland,Finland,2014
University of Eastern Finland | Finland | 2015,0,1,0,1,University of Eastern Finland,Finland,2015
University of Edinburgh | United Kingdom | 2012,0,1,1,2,University of Edinburgh,United Kingdom,2012
University of Edinburgh | United Kingdom | 2013,0,1,0,1,University of Edinburgh,United Kingdom,2013
University of Edinburgh | United Kingdom | 2014,0,1,0,1,University of Edinburgh,United Kingdom,2014
University of Edinburgh | United Kingdom | 2015,0,1,1,2,University of Edinburgh,United Kingdom,2015
University of Erlangen-Nuremberg | Germany | 2013,1,1,0,2,University of Erlangen-Nuremberg,Germany,2013
University of Erlangen-Nuremberg | Germany | 2014,1,1,0,2,University of Erlangen-Nuremberg,Germany,2014
University of Erlangen-Nuremberg | Germany | 2015,1,1,0,2,University of Erlangen-Nuremberg,Germany,2015
University of Essex | United Kingdom | 2012,1,1,0,2,University of Essex,United Kingdom,2012
University of Essex | United Kingdom | 2013,1,1,0,2,University of Essex,United Kingdom,2013
University of Essex | United Kingdom | 2014,1,1,0,2,University of Essex,United Kingdom,2014
University of Essex | United Kingdom | 2015,1,1,0,2,University of Essex,United Kingdom,2015
University of Exeter | United Kingdom | 2012,0,1,0,1,University of Exeter,United Kingdom,2012
University of Exeter | United Kingdom | 2013,0,1,0,1,University of Exeter,United Kingdom,2013
University of Exeter | United Kingdom | 2014,0,1,0,1,University of Exeter,United Kingdom,2014
University of Exeter | United Kingdom | 2015,0,1,0,1,University of Exeter,United Kingdom,2015
University of Ferrara | Italy | 2012,0,1,0,1,University of Ferrara,Italy,2012
University of Ferrara | Italy | 2013,0,1,0,1,University of Ferrara,Italy,2013
University of Ferrara | Italy | 2014,0,1,0,1,University of Ferrara,Italy,2014
University of Ferrara | Italy | 2015,0,1,0,1,University of Ferrara,Italy,2015
University of Florence | Italy | 2014,0,1,0,1,University of Florence,Italy,2014
University of Florence | Italy | 2015,0,1,0,1,University of Florence,Italy,2015
University of Florida | United States of America | 2012,0,1,0,1,University of Florida,United States of America,2012
University of Florida | United States of America | 2013,0,1,0,1,University of Florida,United States of America,2013
University of Florida | United States of America | 2014,0,1,0,1,University of Florida,United States of America,2014
University of Florida | United States of America | 2015,0,1,0,1,University of Florida,United States of America,2015
University of Freiburg | Germany | 2012,0,1,0,1,University of Freiburg,Germany,2012
University of Freiburg | Germany | 2013,0,1,0,1,University of Freiburg,Germany,2013
University of Freiburg | Germany | 2014,0,1,0,1,University of Freiburg,Germany,2014
University of Freiburg | Germany | 2015,0,1,0,1,University of Freiburg,Germany,2015
University of Fribourg | Switzerland | 2013,1,1,0,2,University of Fribourg,Switzerland,2013
University of Fribourg | Switzerland | 2014,1,1,0,2,University of Fribourg,Switzerland,2014
University of Fribourg | Switzerland | 2015,1,1,0,2,University of Fribourg,Switzerland,2015
University of Geneva | Switzerland | 2012,1,1,0,2,University of Geneva,Switzerland,2012
University of Geneva | Switzerland | 2013,1,1,0,2,University of Geneva,Switzerland,2013
University of Geneva | Switzerland | 2014,1,1,0,2,University of Geneva,Switzerland,2014
University of Geneva | Switzerland | 2015,1,1,0,2,University of Geneva,Switzerland,2015
University of Georgia | United States of America | 2012,0,1,0,1,University of Georgia,United States of America,2012
University of Georgia | United States of America | 2013,0,1,0,1,University of Georgia,United States of America,2013
University of Georgia | United States of America | 2014,0,1,0,1,University of Georgia,United States of America,2014
University of Georgia | United States of America | 2015,0,1,0,1,University of Georgia,United States of America,2015
University of Glasgow | United Kingdom | 2012,0,1,0,1,University of Glasgow,United Kingdom,2012
University of Glasgow | United Kingdom | 2013,0,1,0,1,University of Glasgow,United Kingdom,2013
University of Glasgow | United Kingdom | 2014,0,1,0,1,University of Glasgow,United Kingdom,2014
University of Glasgow | United Kingdom | 2015,0,1,0,1,University of Glasgow,United Kingdom,2015
University of Gothenburg | Sweden | 2014,0,1,0,1,University of Gothenburg,Sweden,2014
University of Gothenburg | Sweden | 2015,0,1,0,1,University of Gothenburg,Sweden,2015
University of Graz | Austria | 2012,0,1,0,1,University of Graz,Austria,2012
University of Graz | Austria | 2013,0,1,0,1,University of Graz,Austria,2013
University of Graz | Austria | 2014,0,1,0,1,University of Graz,Austria,2014
University of Graz | Austria | 2015,0,1,0,1,University of Graz,Austria,2015
University of Groningen | Netherlands | 2012,0,1,0,1,University of Groningen,Netherlands,2012
University of Groningen | Netherlands | 2013,0,1,0,1,University of Groningen,Netherlands,2013
University of Groningen | Netherlands | 2014,0,1,0,1,University of Groningen,Netherlands,2014
University of Groningen | Netherlands | 2015,0,1,0,1,University of Groningen,Netherlands,2015
University of Guelph | Canada | 2012,0,1,0,1,University of Guelph,Canada,2012
University of Guelph | Canada | 2013,0,1,0,1,University of Guelph,Canada,2013
University of Guelph | Canada | 2014,0,1,0,1,University of Guelph,Canada,2014
University of Guelph | Canada | 2015,0,1,0,1,University of Guelph,Canada,2015
University of Göttingen | Germany | 2012,0,1,0,1,University of Göttingen,Germany,2012
University of Göttingen | Germany | 2013,0,1,0,1,University of Göttingen,Germany,2013
University of Göttingen | Germany | 2014,0,1,0,1,University of Göttingen,Germany,2014
University of Göttingen | Germany | 2015,0,1,0,1,University of Göttingen,Germany,2015
University of Haifa | Israel | 2014,0,1,0,1,University of Haifa,Israel,2014
University of Haifa | Israel | 2015,0,1,0,1,University of Haifa,Israel,2015
University of Hawai’i at Mānoa | United States of America | 2012,0,1,0,1,University of Hawai’i at Mānoa,United States of America,2012
University of Hawai’i at Mānoa | United States of America | 2015,0,1,0,1,University of Hawai’i at Mānoa,United States of America,2015
University of Helsinki | Finland | 2012,0,1,0,1,University of Helsinki,Finland,2012
University of Helsinki | Finland | 2013,0,1,0,1,University of Helsinki,Finland,2013
University of Helsinki | Finland | 2014,0,1,0,1,University of Helsinki,Finland,2014
University of Helsinki | Finland | 2015,0,1,0,1,University of Helsinki,Finland,2015
University of Hertfordshire | United Kingdom | 2012,0,1,0,1,University of Hertfordshire,United Kingdom,2012
University of Hertfordshire | United Kingdom | 2013,0,1,0,1,University of Hertfordshire,United Kingdom,2013
University of Hertfordshire | United Kingdom | 2014,1,1,0,2,University of Hertfordshire,United Kingdom,2014
University of Hertfordshire | United Kingdom | 2015,0,1,0,1,University of Hertfordshire,United Kingdom,2015
University of Hong Kong | Hong Kong | 2012,0,1,1,2,University of Hong Kong,Hong Kong,2012
University of Hong Kong | Hong Kong | 2013,1,1,1,3,University of Hong Kong,Hong Kong,2013
University of Hong Kong | Hong Kong | 2014,0,1,0,1,University of Hong Kong,Hong Kong,2014
University of Hong Kong | Hong Kong | 2015,0,1,0,1,University of Hong Kong,Hong Kong,2015
University of Houston | United States of America | 2012,1,1,0,2,University of Houston,United States of America,2012
University of Houston | United States of America | 2013,1,1,0,2,University of Houston,United States of America,2013
University of Houston | United States of America | 2014,1,1,0,2,University of Houston,United States of America,2014
University of Houston | United States of America | 2015,1,1,0,2,University of Houston,United States of America,2015
University of Hull | United Kingdom | 2012,0,1,0,1,University of Hull,United Kingdom,2012
University of Hull | United Kingdom | 2014,0,1,0,1,University of Hull,United Kingdom,2014
University of Hull | United Kingdom | 2015,0,1,0,1,University of Hull,United Kingdom,2015
University of Iceland | Iceland | 2012,1,1,0,2,University of Iceland,Iceland,2012
University of Iceland | Iceland | 2013,1,1,0,2,University of Iceland,Iceland,2013
University of Iceland | Iceland | 2014,1,1,0,2,University of Iceland,Iceland,2014
University of Iceland | Iceland | 2015,1,1,0,2,University of Iceland,Iceland,2015
University of Idaho | USA | 2014,0,1,0,1,University of Idaho,USA,2014
University of Idaho | USA | 2015,0,1,0,1,University of Idaho,USA,2015
University of Idaho | United States of America | 2012,0,1,0,1,University of Idaho,United States of America,2012
University of Illinois at Chicago | United States of America | 2012,0,1,0,1,University of Illinois at Chicago,United States of America,2012
University of Illinois at Chicago | United States of America | 2013,0,1,0,1,University of Illinois at Chicago,United States of America,2013
University of Illinois at Chicago | United States of America | 2014,0,1,0,1,University of Illinois at Chicago,United States of America,2014
University of Illinois at Chicago | United States of America | 2015,0,1,0,1,University of Illinois at Chicago,United States of America,2015
University of Illinois at Urbana-Champaign | United States of America | 2012,0,1,1,2,University of Illinois at Urbana-Champaign,United States of America,2012
University of Illinois at Urbana-Champaign | United States of America | 2013,1,1,1,3,University of Illinois at Urbana-Champaign,United States of America,2013
University of Illinois at Urbana-Champaign | United States of America | 2014,0,1,1,2,University of Illinois at Urbana-Champaign,United States of America,2014
University of Illinois at Urbana-Champaign | United States of America | 2015,0,1,1,2,University of Illinois at Urbana-Champaign,United States of America,2015
University of Innsbruck | Austria | 2012,1,1,0,2,University of Innsbruck,Austria,2012
University of Innsbruck | Austria | 2013,1,1,0,2,University of Innsbruck,Austria,2013
University of Innsbruck | Austria | 2014,1,1,0,2,University of Innsbruck,Austria,2014
University of Innsbruck | Austria | 2015,1,1,0,2,University of Innsbruck,Austria,2015
University of Iowa | United States of America | 2012,0,1,0,1,University of Iowa,United States of America,2012
University of Iowa | United States of America | 2013,0,1,0,1,University of Iowa,United States of America,2013
University of Iowa | United States of America | 2014,0,1,0,1,University of Iowa,United States of America,2014
University of Iowa | United States of America | 2015,0,1,0,1,University of Iowa,United States of America,2015
University of Jyväskylä | Finland | 2013,0,1,0,1,University of Jyväskylä,Finland,2013
University of Jyväskylä | Finland | 2014,0,1,0,1,University of Jyväskylä,Finland,2014
University of Jyväskylä | Finland | 2015,1,1,0,2,University of Jyväskylä,Finland,2015
University of Kansas | United States of America | 2012,0,1,0,1,University of Kansas,United States of America,2012
University of Kansas | United States of America | 2013,0,1,0,1,University of Kansas,United States of America,2013
University of Kansas | United States of America | 2014,0,1,0,1,University of Kansas,United States of America,2014
University of Kansas | United States of America | 2015,0,1,0,1,University of Kansas,United States of America,2015
University of Kent | United Kingdom | 2012,1,1,0,2,University of Kent,United Kingdom,2012
University of Kent | United Kingdom | 2014,1,1,0,2,University of Kent,United Kingdom,2014
University of Kent | United Kingdom | 2015,1,1,0,2,University of Kent,United Kingdom,2015
University of Kentucky | USA | 2014,0,1,0,1,University of Kentucky,USA,2014
University of Kentucky | USA | 2015,0,1,0,1,University of Kentucky,USA,2015
University of Kentucky | United States of America | 2012,0,1,0,1,University of Kentucky,United States of America,2012
University of Kentucky | United States of America | 2013,0,1,0,1,University of Kentucky,United States of America,2013
University of Kiel | Germany | 2012,0,1,0,1,University of Kiel,Germany,2012
University of Kiel | Germany | 2013,0,1,0,1,University of Kiel,Germany,2013
University of Kiel | Germany | 2014,0,1,0,1,University of Kiel,Germany,2014
University of Kiel | Germany | 2015,0,1,0,1,University of Kiel,Germany,2015
University of Konstanz | Germany | 2012,1,1,0,2,University of Konstanz,Germany,2012
University of Konstanz | Germany | 2013,1,1,0,2,University of Konstanz,Germany,2013
University of Konstanz | Germany | 2014,1,1,0,2,University of Konstanz,Germany,2014
University of Konstanz | Germany | 2015,1,1,0,2,University of Konstanz,Germany,2015
University of KwaZulu-Natal | South Africa | 2013,0,1,0,1,University of KwaZulu-Natal,South Africa,2013
University of KwaZulu-Natal | South Africa | 2014,0,1,0,1,University of KwaZulu-Natal,South Africa,2014
University of KwaZulu-Natal | South Africa | 2015,0,1,0,1,University of KwaZulu-Natal,South Africa,2015
University of Lausanne | Switzerland | 2012,0,1,0,1,University of Lausanne,Switzerland,2012
University of Lausanne | Switzerland | 2013,0,1,0,1,University of Lausanne,Switzerland,2013
University of Lausanne | Switzerland | 2014,0,1,0,1,University of Lausanne,Switzerland,2014
University of Lausanne | Switzerland | 2015,0,1,0,1,University of Lausanne,Switzerland,2015
University of Leeds | United Kingdom | 2013,0,1,0,1,University of Leeds,United Kingdom,2013
University of Leeds | United Kingdom | 2014,0,1,0,1,University of Leeds,United Kingdom,2014
University of Leeds | United Kingdom | 2015,0,1,0,1,University of Leeds,United Kingdom,2015
University of Leicester | United Kingdom | 2012,0,1,0,1,University of Leicester,United Kingdom,2012
University of Leicester | United Kingdom | 2013,0,1,0,1,University of Leicester,United Kingdom,2013
University of Leicester | United Kingdom | 2014,0,1,0,1,University of Leicester,United Kingdom,2014
University of Leicester | United Kingdom | 2015,0,1,0,1,University of Leicester,United Kingdom,2015
University of Lisbon | Portugal | 2014,0,1,0,1,University of Lisbon,Portugal,2014
University of Lisbon | Portugal | 2015,0,1,0,1,University of Lisbon,Portugal,2015
University of Liverpool | United Kingdom | 2012,0,1,0,1,University of Liverpool,United Kingdom,2012
University of Liverpool | United Kingdom | 2013,0,1,0,1,University of Liverpool,United Kingdom,2013
University of Liverpool | United Kingdom | 2014,0,1,0,1,University of Liverpool,United Kingdom,2014
University of Liverpool | United Kingdom | 2015,0,1,0,1,University of Liverpool,United Kingdom,2015
University of Liège | Belgium | 2012,0,1,0,1,University of Liège,Belgium,2012
University of Liège | Belgium | 2013,0,1,0,1,University of Liège,Belgium,2013
University of Liège | Belgium | 2014,0,1,0,1,University of Liège,Belgium,2014
University of Liège | Belgium | 2015,0,1,0,1,University of Liège,Belgium,2015
University of Macau | Macau | 2015,0,1,0,1,University of Macau,Macau,2015
University of Manchester | United Kingdom | 2012,0,1,0,1,University of Manchester,United Kingdom,2012
University of Manchester | United Kingdom | 2013,0,1,0,1,University of Manchester,United Kingdom,2013
University of Manchester | United Kingdom | 2014,0,1,0,1,University of Manchester,United Kingdom,2014
University of Manchester | United Kingdom | 2015,0,1,0,1,University of Manchester,United Kingdom,2015
University of Manitoba | Canada | 2012,0,1,0,1,University of Manitoba,Canada,2012
University of Manitoba | Canada | 2013,0,1,0,1,University of Manitoba,Canada,2013
University of Manitoba | Canada | 2014,0,1,0,1,University of Manitoba,Canada,2014
University of Manitoba | Canada | 2015,0,1,0,1,University of Manitoba,Canada,2015
University of Marrakech Cadi Ayyad | Morocco | 2015,0,1,0,1,University of Marrakech Cadi Ayyad,Morocco,2015
"University of Maryland, Baltimore County | United States of America | 2012",0,1,1,2,"University of Maryland, Baltimore County",United States of America,2012
"University of Maryland, Baltimore County | United States of America | 2013",0,1,0,1,"University of Maryland, Baltimore County",United States of America,2013
"University of Maryland, Baltimore County | United States of America | 2014",0,1,0,1,"University of Maryland, Baltimore County",United States of America,2014
"University of Maryland, College Park | United States of America | 2012",0,1,0,1,"University of Maryland, College Park",United States of America,2012
"University of Maryland, College Park | United States of America | 2013",0,1,0,1,"University of Maryland, College Park",United States of America,2013
"University of Maryland, College Park | United States of America | 2014",1,1,0,2,"University of Maryland, College Park",United States of America,2014
"University of Maryland, College Park | United States of America | 2015",0,1,0,1,"University of Maryland, College Park",United States of America,2015
University of Massachusetts | United States of America | 2012,0,1,0,1,University of Massachusetts,United States of America,2012
University of Massachusetts | United States of America | 2013,0,1,0,1,University of Massachusetts,United States of America,2013
University of Massachusetts | United States of America | 2014,0,1,0,1,University of Massachusetts,United States of America,2014
University of Massachusetts | United States of America | 2015,0,1,0,1,University of Massachusetts,United States of America,2015
University of Medicine and Dentistry of New Jersey | United States of America | 2012,0,1,0,1,University of Medicine and Dentistry of New Jersey,United States of America,2012
University of Melbourne | Australia | 2012,1,1,1,3,University of Melbourne,Australia,2012
University of Melbourne | Australia | 2013,1,1,1,3,University of Melbourne,Australia,2013
University of Melbourne | Australia | 2014,1,1,1,3,University of Melbourne,Australia,2014
University of Melbourne | Australia | 2015,1,1,1,3,University of Melbourne,Australia,2015
University of Miami | United States of America | 2012,1,1,0,2,University of Miami,United States of America,2012
University of Miami | United States of America | 2013,1,1,0,2,University of Miami,United States of America,2013
University of Miami | United States of America | 2014,1,1,0,2,University of Miami,United States of America,2014
University of Miami | United States of America | 2015,1,1,0,2,University of Miami,United States of America,2015
University of Michigan | United States of America | 2012,1,1,1,3,University of Michigan,United States of America,2012
University of Michigan | United States of America | 2013,1,1,1,3,University of Michigan,United States of America,2013
University of Michigan | United States of America | 2014,1,1,1,3,University of Michigan,United States of America,2014
University of Michigan | United States of America | 2015,1,1,1,3,University of Michigan,United States of America,2015
University of Milan | Italy | 2012,1,1,0,2,University of Milan,Italy,2012
University of Milan | Italy | 2013,1,1,0,2,University of Milan,Italy,2013
University of Milan | Italy | 2014,1,1,0,2,University of Milan,Italy,2014
University of Milan | Italy | 2015,1,1,0,2,University of Milan,Italy,2015
University of Milan-Bicocca | Italy | 2012,1,1,1,3,University of Milan-Bicocca,Italy,2012
University of Milan-Bicocca | Italy | 2013,1,1,0,2,University of Milan-Bicocca,Italy,2013
University of Milan-Bicocca | Italy | 2014,1,1,0,2,University of Milan-Bicocca,Italy,2014
University of Milan-Bicocca | Italy | 2015,1,1,0,2,University of Milan-Bicocca,Italy,2015
University of Minho | Portugal | 2013,0,1,0,1,University of Minho,Portugal,2013
University of Minho | Portugal | 2014,1,1,0,2,University of Minho,Portugal,2014
University of Minho | Portugal | 2015,0,1,0,1,University of Minho,Portugal,2015
University of Minnesota | United States of America | 2012,0,1,0,1,University of Minnesota,United States of America,2012
University of Minnesota | United States of America | 2013,0,1,0,1,University of Minnesota,United States of America,2013
University of Minnesota | United States of America | 2014,0,1,0,1,University of Minnesota,United States of America,2014
University of Minnesota | United States of America | 2015,0,1,0,1,University of Minnesota,United States of America,2015
University of Missouri | United States of America | 2012,0,1,0,1,University of Missouri,United States of America,2012
University of Missouri | United States of America | 2013,0,1,0,1,University of Missouri,United States of America,2013
University of Missouri | United States of America | 2014,0,1,0,1,University of Missouri,United States of America,2014
University of Missouri | United States of America | 2015,0,1,0,1,University of Missouri,United States of America,2015
University of Modena and Reggio Emilia | Italy | 2012,0,1,0,1,University of Modena and Reggio Emilia,Italy,2012
University of Modena and Reggio Emilia | Italy | 2013,0,1,0,1,University of Modena and Reggio Emilia,Italy,2013
University of Modena and Reggio Emilia | Italy | 2014,0,1,0,1,University of Modena and Reggio Emilia,Italy,2014
